Distance,Duration,Reason,Age,Others,Mode,Cost
1752,3,vacation,3,0,plane,1700
405,4,vacation,3,0,car,1805
79,3,vacation,5,0,car,80
67,1,vacation,3,2,car,620
93,0,vacation,6,2,car,90
428,2,vacation,4,0,car,230
121,0,vacation,2,0,car,42
78,0,vacation,5,0,car,65
314,4,vacation,3,1,car,165
96,2,vacation,2,8,car,365
75,0,vacation,5,0,car,196
27,2,vacation,3,2,car,950
73,1,vacation,5,0,car,1055
72,0,vacation,6,0,car,45
68,0,vacation,6,1,car,30
162,2,vacation,6,0,car,220
94,0,vacation,3,0,car,90
90,1,vacation,6,0,car,370
104,1,vacation,4,2,car,1310
179,0,vacation,4,0,car,225
99,0,vacation,6,0,car,200
97,0,vacation,5,0,car,90
93,0,vacation,5,0,car,290
3065,1,vacation,6,3,plane,2309
57,0,vacation,2,0,car,430
169,2,vacation,4,0,car,725
96,1,vacation,2,3,car,132
172,0,vacation,3,0,car,266
128,0,vacation,2,0,car,420
107,0,vacation,6,0,car,65
59,0,vacation,3,1,car,252
172,0,vacation,5,2,car,250
4445,16,vacation,6,0,plane,11950
65,0,vacation,6,0,car,70
144,1,vacation,6,0,car,25
496,3,vacation,5,2,plane,3300
266,3,vacation,3,3,car,1780
86,0,vacation,3,5,car,470
1647,3,vacation,4,2,plane,2012
89,1,vacation,5,0,car,391
80,0,vacation,5,0,car,20
121,1,vacation,4,0,car,293
445,10,vacation,1,1,car,500
102,0,vacation,5,0,car,154
173,1,vacation,3,0,car,61
493,1,vacation,5,0,car,575
88,2,vacation,6,0,car,480
43,0,vacation,2,0,car,100
151,0,vacation,4,2,car,300
417,7,vacation,6,0,car,280
110,1,vacation,2,0,car,220
62,0,vacation,2,1,car,30
1571,1,vacation,5,0,plane,1800
288,2,vacation,2,0,car,1870
94,3,vacation,6,0,car,255
156,0,vacation,2,0,car,650
61,1,vacation,4,0,car,794
97,2,vacation,2,0,car,1239
135,1,vacation,4,0,car,610
1442,22,vacation,6,0,car,2000
58,5,vacation,5,2,car,250
81,0,vacation,3,0,car,212
107,0,vacation,3,0,car,190
118,0,vacation,3,3,car,75
101,0,vacation,3,0,car,165
313,2,vacation,5,1,car,360
112,1,vacation,6,0,car,435
710,2,vacation,1,0,plane,1400
54,0,vacation,5,0,car,35
235,2,vacation,2,9,car,1530
133,1,vacation,2,2,car,430
90,0,vacation,2,0,car,92
226,2,vacation,1,9,car,542
112,0,vacation,6,1,car,48
82,0,vacation,6,0,car,115
126,0,vacation,2,0,car,85
384,6,vacation,5,2,car,1000
204,0,vacation,4,0,car,70
82,0,vacation,3,2,car,200
368,2,vacation,3,1,car,895
94,2,vacation,4,0,car,1260
291,2,vacation,3,2,car,900
649,4,vacation,2,1,car,489
202,2,vacation,6,1,car,700
93,2,vacation,3,1,car,205
47,0,vacation,2,0,car,95
61,0,vacation,6,1,car,105
50,0,vacation,2,0,car,70
40,0,vacation,5,2,car,390
68,0,vacation,4,1,car,145
69,0,vacation,5,1,car,70
161,2,vacation,2,2,car,900
87,0,vacation,3,1,car,115
116,2,vacation,6,2,car,100
210,0,vacation,2,0,car,1
208,1,vacation,5,0,car,120
181,3,vacation,2,0,car,500
90,2,vacation,5,2,car,0
63,0,vacation,5,1,car,356
107,0,vacation,6,0,car,84
133,0,vacation,5,1,car,215
100,2,vacation,4,4,car,910
61,0,vacation,5,0,car,50
82,2,vacation,3,0,car,1240
250,2,vacation,6,1,car,400
54,0,vacation,6,1,car,89
44,0,vacation,5,0,car,100
235,1,vacation,2,4,car,610
86,2,vacation,4,0,car,2150
145,1,vacation,6,1,car,7530
352,2,vacation,6,0,car,670
57,2,vacation,6,0,car,392
81,0,vacation,5,0,car,115
65,0,vacation,3,0,car,125
168,3,vacation,6,5,car,1410
158,2,vacation,5,0,car,475
94,2,vacation,5,3,car,450
172,0,vacation,1,0,car,690
86,0,vacation,4,0,car,55
84,0,vacation,2,0,car,120
140,0,vacation,1,2,car,40
88,0,vacation,6,0,car,0
71,0,vacation,5,0,car,170
150,2,vacation,3,0,car,2480
112,0,vacation,2,1,car,30
690,4,vacation,2,6,car,702
167,2,vacation,3,0,car,612
177,1,vacation,4,2,car,372
172,0,vacation,4,0,car,120
116,0,vacation,5,3,car,115
196,1,vacation,6,0,car,0
79,0,vacation,2,0,car,300
100,0,vacation,3,0,car,440
122,1,vacation,6,0,car,190
281,1,vacation,3,1,car,300
179,0,vacation,5,0,car,680
122,0,vacation,6,0,car,157
78,0,vacation,6,0,car,35
253,9,vacation,5,0,car,215
78,1,vacation,2,2,car,235
89,0,vacation,4,0,car,234
79,0,vacation,6,1,car,135
150,0,vacation,5,2,car,130
79,3,vacation,4,15,car,1585
231,2,vacation,6,0,car,597
71,0,vacation,3,2,car,235
87,0,vacation,5,0,car,90
89,3,vacation,6,0,car,230
45,2,vacation,4,0,car,170
38,4,vacation,4,0,plane,335
231,0,vacation,3,0,car,170
166,5,vacation,5,1,car,385
48,2,vacation,4,0,car,150
100,3,vacation,4,0,car,450
122,0,vacation,3,1,car,260
93,0,vacation,5,0,car,60
72,0,vacation,5,2,car,90
98,4,vacation,4,0,car,487
577,3,vacation,2,13,plane,1015
97,0,vacation,2,0,car,260
50,0,vacation,5,0,car,50
104,1,vacation,6,1,car,265
413,5,vacation,5,0,car,270
59,0,vacation,6,0,car,20
65,0,vacation,6,0,car,50
105,0,vacation,5,2,car,200
67,0,vacation,1,0,car,44
145,3,vacation,4,0,car,40
65,0,vacation,5,2,car,85
184,2,vacation,5,0,car,200
601,4,vacation,4,0,plane,2210
47,0,vacation,5,0,car,85
78,2,vacation,4,1,car,697
151,1,vacation,6,0,car,172
111,0,vacation,3,2,car,428
3254,6,vacation,1,2,plane,3025
231,0,vacation,5,0,car,275
94,0,vacation,3,2,car,295
94,0,vacation,2,3,car,38
235,1,vacation,3,0,car,470
129,0,vacation,5,0,car,145
100,0,vacation,2,0,car,70
290,3,vacation,2,0,car,780
235,1,vacation,6,0,car,150
92,0,vacation,4,0,car,170
81,0,vacation,4,2,car,130
57,0,vacation,3,1,car,40
306,2,vacation,5,0,car,0
114,1,vacation,6,1,car,27
205,4,vacation,2,3,car,600
343,2,vacation,1,8,car,1200
138,1,vacation,4,0,car,190
84,0,vacation,5,0,car,70
248,2,vacation,2,8,car,750
199,0,vacation,6,0,car,35
98,1,vacation,3,1,car,350
158,0,vacation,4,0,car,100
96,0,vacation,6,0,car,80
246,14,vacation,5,0,car,1420
110,1,vacation,5,2,car,710
54,0,vacation,5,0,car,129
59,0,vacation,6,0,car,181
173,4,vacation,3,0,car,530
70,0,vacation,6,2,car,61
54,0,vacation,5,0,car,129
111,0,vacation,2,2,car,260
89,4,vacation,5,0,car,1150
153,2,vacation,2,1,car,455
102,0,vacation,3,1,car,355
18,2,vacation,5,0,car,54
327,5,vacation,5,0,car,1205
56,0,vacation,5,1,car,101
431,4,vacation,5,0,car,579
44,0,vacation,5,0,car,18
192,4,vacation,4,5,car,1550
173,0,vacation,6,0,car,420
383,0,vacation,4,2,car,100
67,0,vacation,5,0,car,135
235,2,vacation,2,5,car,580
278,1,vacation,5,2,car,644
141,2,vacation,1,0,car,50
500,0,vacation,5,2,car,215
91,0,vacation,6,5,car,350
520,0,vacation,6,0,car,100
84,0,vacation,5,0,car,50
303,0,vacation,6,4,car,518
140,1,vacation,6,0,car,435
84,0,vacation,4,0,car,60
553,4,vacation,6,0,car,2219
104,5,vacation,6,0,car,1329
43,0,vacation,6,0,car,93
81,2,vacation,5,1,car,230
53,0,vacation,5,0,car,0
56,1,vacation,4,1,car,0
50,0,vacation,5,1,car,100
40,0,vacation,5,0,car,123
412,5,vacation,6,0,car,1050
96,0,vacation,5,0,car,20
285,2,vacation,5,1,car,465
136,0,vacation,4,1,car,40
295,2,vacation,4,0,car,734
42,6,vacation,2,4,car,603
182,0,vacation,4,0,car,105
139,0,vacation,3,5,car,130
336,2,vacation,4,0,car,590
292,0,vacation,2,0,car,300
956,2,vacation,6,0,car,615
490,1,vacation,5,1,car,312
87,2,vacation,2,0,car,70
136,0,vacation,5,0,car,111
43,2,vacation,4,0,car,430
106,0,vacation,5,0,car,75
76,0,vacation,5,0,car,150
194,11,vacation,6,0,car,2530
56,2,vacation,5,0,car,265
185,0,vacation,5,1,car,56
96,8,vacation,6,0,car,350
110,1,vacation,3,0,car,430
67,3,vacation,3,1,car,140
64,0,vacation,2,0,car,179
79,0,vacation,5,4,car,250
137,0,vacation,3,0,car,255
150,0,vacation,6,0,car,76
120,8,vacation,2,0,car,1290
177,1,vacation,2,15,car,200
157,5,vacation,5,0,car,836
159,2,vacation,2,6,car,515
53,0,vacation,5,0,car,275
109,0,vacation,3,2,car,350
61,0,vacation,5,3,car,115
117,0,vacation,3,1,car,130
123,2,vacation,6,1,car,627
160,0,vacation,3,0,car,120
192,0,vacation,4,5,car,200
172,1,vacation,5,2,car,245
194,1,vacation,5,0,car,875
162,1,vacation,5,3,car,225
187,3,vacation,2,4,car,940
240,0,vacation,4,0,car,410
118,0,vacation,5,0,car,20
65,0,vacation,5,1,car,50
89,0,vacation,3,0,car,340
187,4,vacation,6,2,car,505
135,0,vacation,5,3,car,98
73,2,vacation,4,1,car,420
43,0,vacation,5,0,car,350
133,0,vacation,5,0,car,205
68,0,vacation,4,0,car,184
218,2,vacation,3,0,car,1370
45,0,vacation,5,3,car,180
23,6,vacation,4,1,car,1010
23,0,vacation,6,4,car,243
180,0,vacation,5,0,car,125
129,0,vacation,2,0,car,380
258,1,vacation,4,0,car,300
247,2,vacation,3,0,car,176
179,2,vacation,6,2,car,645
279,3,vacation,4,0,car,1255
224,1,vacation,5,1,car,70
51,0,vacation,1,1,car,20
50,0,vacation,2,0,car,250
56,0,vacation,4,3,car,60
320,0,vacation,4,0,car,275
110,0,vacation,4,0,car,100
369,1,vacation,4,1,car,430
258,2,vacation,1,0,car,875
42,0,vacation,5,0,car,35
131,0,vacation,6,0,car,50
55,0,vacation,6,3,car,10
68,0,vacation,6,2,car,195
68,1,vacation,3,4,car,60
63,0,vacation,5,1,car,250
209,0,vacation,3,0,car,405
156,5,vacation,6,0,car,1560
146,0,vacation,3,2,car,105
158,0,vacation,2,0,car,45
70,0,vacation,2,0,car,270
96,3,vacation,4,0,car,422
48,0,vacation,5,0,car,70
1274,4,vacation,5,0,car,5000
89,1,vacation,4,0,car,187
121,0,vacation,4,1,car,59
85,0,vacation,4,1,car,110
243,1,vacation,6,2,car,400
44,0,vacation,3,8,car,85
94,0,vacation,4,0,car,420
93,0,vacation,2,1,car,125
156,2,vacation,4,0,car,1440
47,0,vacation,4,2,car,63
87,0,vacation,5,2,car,45
82,0,vacation,4,0,car,80
108,1,vacation,6,2,car,910
525,3,vacation,5,0,car,670
58,0,vacation,3,0,car,70
89,9,vacation,5,0,car,120
133,2,vacation,2,0,car,450
292,5,vacation,5,1,car,280
172,1,vacation,2,1,car,200
217,2,vacation,2,0,car,720
104,1,vacation,4,0,car,60
78,0,vacation,5,1,car,50
107,0,vacation,4,0,car,225
162,2,vacation,4,0,car,670
129,7,vacation,3,4,car,1450
3107,26,vacation,4,0,car,10620
106,1,vacation,6,2,car,505
267,2,vacation,3,0,car,540
96,0,vacation,2,1,car,78
129,0,vacation,6,0,car,190
48,0,vacation,2,0,car,150
302,3,vacation,2,0,car,450
461,6,vacation,3,6,car,750
126,1,vacation,4,0,car,850
77,0,vacation,4,0,car,45
496,3,vacation,3,1,plane,1431
66,0,vacation,6,1,car,110
227,0,vacation,1,1,car,270
89,0,vacation,5,1,car,388
48,0,vacation,6,0,car,65
60,0,vacation,5,2,car,260
231,1,vacation,4,2,car,625
94,0,vacation,5,0,car,120
76,0,vacation,3,0,car,50
81,0,vacation,2,1,car,55
129,1,vacation,4,0,car,250
181,1,vacation,3,0,car,245
105,2,vacation,4,0,car,350
156,1,vacation,5,0,car,81
80,0,vacation,4,1,car,50
585,1,vacation,5,2,car,1404
44,0,vacation,6,4,car,335
154,0,vacation,3,0,car,80
260,1,vacation,2,4,car,100
40,0,vacation,4,1,car,250
249,2,vacation,4,0,car,1305
577,3,vacation,2,3,plane,943
154,0,vacation,6,0,car,23
237,3,vacation,5,0,car,400
47,2,vacation,2,0,car,305
64,0,vacation,2,0,car,215
3699,7,vacation,3,0,plane,3050
303,3,vacation,5,1,car,760
245,7,vacation,4,1,car,1000
103,0,vacation,2,3,car,460
90,0,vacation,4,0,car,50
188,1,vacation,3,1,car,390
704,4,vacation,3,2,plane,4916
89,0,vacation,4,2,car,105
105,0,vacation,1,2,car,28
40,0,vacation,3,5,car,150
91,0,vacation,3,0,car,0
217,0,vacation,3,0,car,172
233,0,vacation,5,0,car,450
107,0,vacation,5,0,car,66
183,1,vacation,6,0,car,80
147,3,vacation,4,0,car,260
24,1,vacation,4,0,car,260
61,0,vacation,5,1,car,144
93,4,vacation,2,0,car,294
127,2,vacation,1,3,car,270
52,2,vacation,4,0,car,140
126,0,vacation,2,1,car,350
94,0,vacation,6,0,car,255
72,0,vacation,6,0,car,165
68,0,vacation,5,0,car,0
172,0,vacation,4,0,car,170
96,0,vacation,4,0,car,250
90,2,vacation,6,0,car,80
102,0,vacation,4,0,car,120
78,0,vacation,4,1,car,100
139,0,vacation,6,0,car,50
71,0,vacation,5,0,car,135
93,0,vacation,3,2,car,150
83,1,vacation,4,0,car,85
87,0,vacation,2,8,car,250
173,0,vacation,3,0,car,80
159,0,vacation,6,0,car,85
617,1,vacation,5,0,car,1000
246,0,vacation,5,1,car,140
174,0,vacation,5,0,car,75
232,2,vacation,4,0,car,576
116,0,vacation,4,1,car,20
97,0,vacation,2,3,car,45
111,1,vacation,6,0,car,405
74,0,vacation,5,0,car,400
185,6,vacation,4,0,car,4550
50,0,vacation,3,3,car,70
82,0,vacation,2,4,car,210
6,1,vacation,5,0,car,55
172,3,vacation,3,2,car,907
144,1,vacation,3,4,car,518
171,0,vacation,3,7,car,190
157,1,vacation,4,0,car,150
113,0,vacation,2,0,car,100
191,2,vacation,6,0,car,650
106,0,vacation,5,0,car,75
99,0,vacation,5,0,car,40
91,2,vacation,2,2,car,695
82,0,vacation,5,0,car,50
103,0,vacation,2,1,car,80
99,1,vacation,3,0,car,350
298,1,vacation,3,0,car,195
91,0,vacation,4,1,car,156
1046,15,vacation,4,0,plane,2150
160,0,vacation,4,0,car,200
4267,10,vacation,6,2,plane,10950
274,3,vacation,5,0,car,84
358,3,vacation,2,0,car,530
65,0,vacation,6,2,car,40
69,2,vacation,5,2,car,610
45,1,vacation,3,5,car,242
67,0,vacation,6,0,car,40
65,1,vacation,3,0,car,80
86,1,vacation,2,7,car,380
49,0,vacation,3,0,car,130
778,4,vacation,2,1,car,676
72,4,vacation,5,0,car,200
67,0,vacation,6,0,car,232
85,0,vacation,6,0,car,40
103,0,vacation,5,1,car,100
871,5,vacation,1,0,car,3600
109,2,vacation,5,5,car,818
95,0,vacation,4,0,car,73
98,2,vacation,4,6,car,442
157,0,vacation,3,1,car,630
81,0,vacation,5,1,car,40
94,1,vacation,5,0,car,45
297,0,vacation,6,2,car,400
145,0,vacation,5,1,car,115
76,0,vacation,3,0,car,364
264,3,vacation,6,0,car,402
208,3,vacation,2,0,car,1150
59,0,vacation,3,0,car,120
337,2,vacation,4,2,car,490
98,1,vacation,3,0,car,275
79,0,vacation,2,0,car,150
177,0,vacation,4,0,car,220
235,0,vacation,6,0,car,165
126,1,vacation,5,0,car,190
72,0,vacation,5,0,car,190
335,0,vacation,5,0,car,150
109,0,vacation,2,2,car,230
523,3,vacation,2,3,car,900
36,1,vacation,5,0,car,654
73,1,vacation,2,4,car,461
89,0,vacation,5,0,car,33
235,0,vacation,6,0,car,160
217,1,vacation,4,1,car,380
300,0,vacation,3,0,car,265
100,0,vacation,2,0,car,120
507,4,vacation,2,3,car,1150
55,0,vacation,4,1,car,50
56,0,vacation,3,3,car,41
235,1,vacation,3,0,car,90
45,0,vacation,6,0,car,65
158,0,vacation,2,1,car,210
58,1,vacation,5,0,car,631
108,0,vacation,6,2,car,180
123,0,vacation,1,0,car,100
333,1,vacation,5,0,car,171
80,0,vacation,3,0,car,120
68,3,vacation,3,0,car,460
202,4,vacation,5,0,car,1280
55,0,vacation,5,0,car,100
168,1,vacation,3,3,car,1010
300,5,vacation,6,0,car,1815
55,9,vacation,4,2,car,750
384,2,vacation,2,0,car,447
42,0,vacation,6,0,car,52
129,0,vacation,6,0,car,100
133,1,vacation,1,0,car,400
41,0,vacation,2,0,car,150
104,0,vacation,2,0,car,100
207,1,vacation,5,5,car,260
98,1,vacation,3,5,car,150
62,0,vacation,6,0,car,180
83,4,vacation,5,2,car,2225
64,0,vacation,6,0,car,20
203,4,vacation,6,0,car,580
115,0,vacation,5,0,car,95
85,1,vacation,5,0,car,241
491,2,vacation,6,0,car,350
261,0,vacation,6,0,car,120
93,0,vacation,5,0,car,130
67,0,vacation,2,0,car,240
52,0,vacation,4,1,car,60
129,0,vacation,5,2,car,8
230,3,vacation,2,0,car,597
69,1,vacation,2,0,car,285
33,0,vacation,1,0,car,80
234,2,vacation,1,2,car,400
173,2,vacation,3,2,car,498
79,2,vacation,3,0,car,320
136,2,vacation,3,0,car,955
192,0,vacation,6,0,car,239
151,3,vacation,1,0,car,325
54,0,vacation,2,3,car,135
206,0,vacation,1,0,car,550
146,0,vacation,3,0,car,75
90,0,vacation,3,2,car,553
854,21,vacation,5,0,car,3520
78,0,vacation,5,11,car,125
66,0,vacation,5,0,car,46
311,0,vacation,2,0,car,400
82,0,vacation,5,1,car,70
784,7,vacation,6,1,car,1520
52,0,vacation,3,1,car,103
60,9,vacation,4,2,car,2370
74,0,vacation,2,0,car,0
122,1,vacation,4,2,car,230
343,15,vacation,5,0,car,1256
90,1,vacation,5,0,car,290
133,2,vacation,4,0,car,2100
168,0,vacation,5,0,car,50
44,1,vacation,1,1,car,74
226,2,vacation,5,0,car,110
387,2,vacation,5,0,car,550
50,0,vacation,4,0,car,190
42,0,vacation,3,0,car,160
53,0,vacation,5,0,car,100
56,2,vacation,6,0,car,420
174,0,vacation,4,1,car,195
82,2,vacation,4,0,car,640
248,0,vacation,6,0,car,75
139,4,vacation,5,0,car,175
220,1,vacation,3,1,car,295
534,1,vacation,4,0,plane,2110
344,0,vacation,2,1,car,590
88,0,vacation,6,0,car,35
300,1,vacation,4,1,car,250
133,3,vacation,2,0,car,250
68,0,vacation,5,0,car,110
93,0,vacation,4,0,car,54
57,0,vacation,6,0,car,37
84,0,vacation,5,0,car,292
53,0,vacation,2,0,car,35
54,0,vacation,6,1,car,245
168,2,vacation,4,2,car,763
29,1,vacation,3,0,car,354
95,0,vacation,4,1,car,95
61,0,vacation,3,0,car,27
226,1,vacation,6,0,car,579
129,0,vacation,3,2,car,125
58,0,vacation,6,0,car,45
141,0,vacation,4,1,car,410
168,1,vacation,5,0,car,485
357,3,vacation,6,1,car,564
219,2,vacation,3,0,car,2235
121,2,vacation,5,0,car,100
58,0,vacation,5,1,car,108
101,0,vacation,6,0,car,10
302,7,vacation,6,0,car,2640
386,3,vacation,4,0,car,2040
254,1,vacation,1,0,car,890
144,0,vacation,3,0,car,70
83,2,vacation,6,0,car,430
151,4,vacation,5,0,car,405
87,3,vacation,4,0,car,190
101,1,vacation,4,1,car,315
58,0,vacation,3,4,car,90
2735,8,vacation,3,7,plane,2030
416,6,vacation,3,0,car,150
235,1,vacation,3,2,car,1848
157,2,vacation,4,2,car,200
96,0,vacation,5,0,car,125
1201,2,vacation,6,0,car,975
90,2,vacation,2,6,car,780
240,3,vacation,4,0,car,980
257,3,vacation,5,0,car,614
132,0,vacation,2,0,car,440
123,0,vacation,6,2,car,209
90,0,vacation,6,1,car,94
40,0,vacation,5,3,car,124
194,2,vacation,4,1,car,95
58,1,vacation,5,0,car,645
40,0,vacation,6,0,car,80
260,1,vacation,5,0,car,336
133,1,vacation,6,1,car,470
109,2,vacation,2,0,car,648
266,3,vacation,5,0,car,760
69,0,vacation,5,0,car,635
69,0,vacation,5,0,car,110
522,0,vacation,5,1,car,200
283,1,vacation,4,0,car,395
219,0,vacation,3,0,car,210
73,0,vacation,1,0,car,60
55,0,vacation,3,0,car,280
77,2,vacation,2,0,car,336
174,2,vacation,3,0,car,179
173,0,vacation,3,0,car,105
470,6,vacation,5,3,car,1590
108,0,vacation,4,2,car,120
74,3,vacation,3,4,car,475
115,2,vacation,1,7,car,173
115,2,vacation,1,4,car,750
2131,12,vacation,6,2,car,4447
535,3,vacation,4,3,car,2370
192,0,vacation,6,0,car,233
259,3,vacation,6,0,car,2370
688,0,vacation,4,0,car,2225
131,1,vacation,6,0,car,265
252,3,vacation,6,0,car,975
54,0,vacation,6,0,car,73
336,2,vacation,2,2,car,1190
196,3,vacation,3,8,car,330
78,0,vacation,3,3,car,25
67,0,vacation,2,1,car,975
194,0,vacation,3,0,car,170
1470,2,vacation,6,4,plane,966
52,0,vacation,5,0,car,215
107,0,vacation,3,0,car,300
890,8,vacation,1,12,car,2600
46,0,vacation,3,1,car,55
79,0,vacation,4,0,car,30
148,3,vacation,6,0,car,183
120,1,vacation,6,2,car,285
106,1,vacation,2,0,car,145
69,1,vacation,6,0,car,360
69,1,vacation,5,0,car,390
239,0,vacation,5,4,car,185
580,1,vacation,5,0,car,842
264,7,vacation,5,0,car,1065
142,0,vacation,2,0,car,60
33,8,vacation,5,0,car,915
92,3,vacation,2,3,car,150
27,1,vacation,2,0,car,75
42,0,vacation,6,0,car,50
115,0,vacation,6,0,car,80
97,0,vacation,2,1,car,135
148,0,vacation,5,0,car,540
86,0,vacation,3,2,car,80
82,2,vacation,2,1,car,650
2705,10,vacation,3,0,plane,1443
78,0,vacation,3,2,car,110
69,1,vacation,5,1,car,230
281,0,vacation,1,1,car,160
357,5,vacation,6,0,car,350
366,2,vacation,5,0,car,1390
89,0,vacation,6,1,car,50
182,2,vacation,3,0,car,770
203,3,vacation,2,2,car,711
262,2,vacation,2,2,car,700
22,1,vacation,3,0,car,380
138,1,vacation,5,0,car,645
133,1,vacation,4,2,car,402
112,1,vacation,4,0,car,140
409,4,vacation,5,1,car,985
79,0,vacation,6,0,car,125
65,0,vacation,2,0,car,90
91,0,vacation,3,0,car,360
42,0,vacation,3,4,car,95
188,2,vacation,5,3,car,550
94,0,vacation,2,0,car,160
64,2,vacation,4,4,car,80
3353,9,vacation,6,0,plane,10543
103,0,vacation,5,1,car,70
95,1,vacation,5,0,car,1285
136,0,vacation,3,0,car,285
65,0,vacation,4,0,car,30
180,2,vacation,6,2,car,392
314,3,vacation,5,0,car,1200
2781,5,vacation,2,2,plane,2250
331,3,vacation,6,0,car,1584
87,0,vacation,5,0,car,105
76,0,vacation,4,0,car,105
48,0,vacation,5,0,car,35
122,4,vacation,5,0,car,900
45,0,vacation,4,0,car,10
61,0,vacation,3,0,car,215
72,0,vacation,3,1,car,340
57,0,vacation,2,1,car,70
74,1,vacation,5,0,car,370
36,2,vacation,4,1,car,220
2103,6,vacation,2,4,plane,1098
98,0,vacation,2,0,car,90
85,0,vacation,5,2,car,230
74,0,vacation,6,0,car,44
205,3,vacation,5,0,car,50
45,0,vacation,6,0,car,21
403,0,vacation,2,3,car,150
76,0,vacation,6,0,car,115
196,0,vacation,2,0,car,90
89,0,vacation,3,0,car,137
40,0,vacation,6,0,car,50
55,0,vacation,4,2,car,70
54,0,vacation,6,0,car,130
526,2,vacation,3,0,car,948
107,0,vacation,2,0,car,77
105,0,vacation,4,0,car,110
170,1,vacation,2,3,car,1120
73,1,vacation,4,0,car,620
2064,2,vacation,3,1,plane,5000
106,0,vacation,3,1,car,40
112,2,vacation,3,4,car,1391
110,1,vacation,6,1,car,409
100,0,vacation,6,0,car,80
52,0,vacation,5,0,car,19
83,2,vacation,4,0,car,2220
88,2,vacation,3,3,car,550
43,0,vacation,5,1,car,198
175,4,vacation,3,0,car,340
52,0,vacation,6,0,car,260
133,2,vacation,5,0,car,755
47,0,vacation,6,0,car,5
725,6,vacation,6,9,car,2330
126,1,vacation,2,0,car,45
139,0,vacation,5,0,car,130
172,0,vacation,3,0,car,300
132,1,vacation,5,20,car,300
372,2,vacation,6,0,car,763
67,6,vacation,6,0,car,1660
76,1,vacation,6,1,car,640
84,0,vacation,6,0,car,210
198,1,vacation,3,1,car,600
219,2,vacation,2,2,car,154
112,0,vacation,4,0,car,75
99,2,vacation,6,0,car,980
85,6,vacation,5,0,car,125
205,0,vacation,6,0,car,130
65,0,vacation,5,0,car,450
173,1,vacation,4,0,car,430
69,1,vacation,4,4,car,230
234,0,vacation,4,0,car,120
254,0,vacation,2,1,car,215
577,4,vacation,3,1,car,1200
68,0,vacation,6,0,car,45
129,1,vacation,6,2,car,650
73,0,vacation,5,0,car,116
128,0,vacation,2,3,car,40
111,0,vacation,5,0,car,130
69,0,vacation,6,0,car,30
176,0,vacation,5,0,car,20
344,8,vacation,5,0,plane,700
81,3,vacation,2,1,car,400
1190,18,vacation,5,10,plane,2600
172,0,vacation,5,0,car,145
45,0,vacation,4,0,car,30
128,4,vacation,1,0,car,260
109,0,vacation,6,0,car,105
129,0,vacation,5,0,car,132
130,2,vacation,3,0,car,680
127,0,vacation,5,0,car,275
207,0,vacation,3,0,car,73
107,0,vacation,4,1,car,420
136,0,vacation,6,2,car,236
84,0,vacation,6,1,car,247
67,0,vacation,3,0,car,170
54,0,vacation,6,0,car,100
146,0,vacation,3,0,car,60
107,1,vacation,2,0,car,212
111,0,vacation,3,0,car,144
54,0,vacation,3,1,car,120
59,0,vacation,5,1,car,139
54,2,vacation,2,1,car,120
241,2,vacation,5,1,car,250
466,7,vacation,5,0,car,4130
61,1,vacation,5,0,car,50
81,1,vacation,2,6,car,280
74,0,vacation,3,1,car,48
107,2,vacation,2,0,car,1050
55,0,vacation,5,2,car,175
109,2,vacation,5,3,car,200
94,0,vacation,5,1,car,415
126,0,vacation,4,0,car,150
143,2,vacation,5,0,car,865
52,2,vacation,4,1,car,50
156,0,vacation,2,2,car,200
78,0,vacation,5,0,car,100
94,0,vacation,4,1,car,162
96,0,vacation,4,0,car,90
2700,7,vacation,4,9,plane,5200
193,3,vacation,6,1,car,574
384,4,vacation,5,1,car,1135
99,0,vacation,2,0,car,92
107,0,vacation,3,0,car,320
67,0,vacation,6,1,car,425
94,0,vacation,2,0,car,30
79,0,vacation,5,2,car,140
81,9,vacation,5,0,car,850
77,2,vacation,5,0,car,225
44,0,vacation,5,0,car,195
273,2,vacation,4,1,car,950
147,1,vacation,5,0,car,246
688,4,vacation,2,0,car,675
228,0,vacation,1,2,car,45
263,0,vacation,6,0,car,720
79,0,vacation,6,0,car,45
343,1,vacation,1,1,car,975
724,17,vacation,3,0,car,2840
196,4,vacation,3,0,car,553
40,0,vacation,4,0,car,200
79,0,vacation,3,0,car,105
135,2,vacation,3,1,car,870
56,0,vacation,3,0,car,125
65,0,vacation,4,0,car,60
709,4,vacation,5,3,car,620
79,1,vacation,5,0,car,400
196,2,vacation,2,1,car,380
48,0,vacation,6,0,car,55
97,1,vacation,6,0,car,550
3384,8,vacation,4,0,plane,4950
161,12,vacation,5,2,car,1340
53,0,vacation,5,2,car,130
94,3,vacation,5,3,car,520
87,0,vacation,5,0,car,155
158,1,vacation,4,0,car,220
336,5,vacation,6,1,car,3075
94,0,vacation,5,0,car,275
2743,4,vacation,5,1,plane,1750
118,1,vacation,6,1,car,135
60,2,vacation,3,1,car,850
65,0,vacation,5,2,car,180
251,5,vacation,5,1,car,55
177,4,vacation,6,0,car,100
267,2,vacation,3,2,car,980
50,0,vacation,5,2,car,130
194,2,vacation,2,1,car,250
326,2,vacation,5,0,car,960
64,0,vacation,4,1,car,38
48,0,vacation,6,1,car,35
234,0,vacation,5,0,car,75
109,0,vacation,6,2,car,274
1191,6,vacation,6,0,plane,3360
