"","applicants","sale_price","num_units","year_sold","month_sold","overall_qual","total_sq_feet","gr_liv_area","tot_bathrooms","lot_area","exter_qual","full_bath","central_air","garage_type_attchd","garage_type_basment","garage_type_builtIn","garage_type_detchd","garage_type_no_garage","NeighborhoodBrDale","neighborhood_brk_side","neighborhood_clear_cr","neighborhood_collg_cr","neighborhood_crawfor","neighborhood_edwards","neighborhood_gilbert","neighborhood_idottrr","neighborhood_meadowv","neighborhood_mitchel","neighborhood_n_ames","neighborhood_n_ridge","neighborhood_n_ridge_hghts","neighborhood_n_w_ames","neighborhood_old_town","neighborhood_sawyer","neighborhood_sawyer_w","neighborhood_somerst","neighborhood_stone_br","neighborhood_swisu","neighborhood_timber","neighborhood_veenker","neighborhood_saleprice"
"291",3,167000.000000001,4,2009,10,6,3870.02490131359,2724.18600900194,3,4149.40973939365,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"292",2,142499.999999994,5,2011,3,6,3190.98884607878,1960.12677492386,3,3774.97844086764,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"293",2,151999.999999998,1,2007,6,5,3524.26806045551,2641.09354647674,2,4850.86820718627,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"294",4,238999.999999989,4,2007,6,7,3797.46360988185,2988.18645288497,3,3636.82239614344,4,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"295",5,175000.000000008,5,2007,6,6,3509.21189581352,2814.6214295035,3,4538.80432678754,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"296",7,158500.000000004,5,2009,8,6,3371.2676819133,2174.2578436137,2,4892.07076002783,3,2,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"297",5,156999.999999993,1,2011,6,5,3545.62718400305,2403.37742388962,3,5123.91783873142,3,2,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"298",2,267000.000000004,1,2007,5,8,4076.86911149897,3342.50948363339,3,5182.52704993976,4,4,"yes",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"299",5,204999.999999991,2,2011,1,7,3881.54563668667,2624.1266323567,3,4850.00656826334,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"300",7,149900.000000002,2,2011,7,5,3006.01288599447,1782.28633916326,3,4189.99581144418,3,2,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"301",3,295000.000000013,1,2008,5,7,4647.78667209507,3889.90336795166,4,5428.5325308931,3,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"302",5,305900.000000002,5,2007,7,8,4300.84085561977,3027.34509269994,4,4304.31114372291,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"303",3,225000.00000001,1,2007,6,7,3807.32964453027,3204.70480800413,5,4816.68949119503,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"304",0,89499.9999999959,3,2008,3,6,2948.34040930881,2482.34694856692,1,3770.75806207647,3,2,"yes",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"305",3,82500.0000000022,4,2009,3,4,2945.54184661094,1724.15041110487,1,4643.95442761294,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"306",5,360000.000000003,3,2011,11,9,4235.1869918606,2983.42012405336,4,4649.68763100215,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"307",5,165600.000000001,4,2011,5,6,3337.96293298424,2583.45499110307,3,3711.47107231661,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"308",2,131999.999999999,2,2009,5,6,3140.50908876296,1911.59323401162,3,3790.54024281281,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"309",2,119899.999999999,2,2011,5,5,3112.98063807658,2127.9393562328,3,3740.70698577844,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"310",3,374999.999999982,3,2009,6,7,4368.55272376421,3054.93810080968,5,10271.4554646497,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"311",4,177999.999999996,1,2011,8,7,3458.43454484865,2721.36130446841,3,4149.40973939365,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"312",5,188500,4,2009,7,7,3300.96252738261,2510.68164063502,5,3739.44484705822,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"313",5,260000.000000009,3,2009,8,7,3940.96339960974,3278.76041533558,5,4746.95269046359,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"314",3,269999.999999997,3,2007,12,8,3863.17820990491,2995.30853236312,3,4022.37560608457,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"315",5,260000.000000009,5,2009,4,7,4298.0238575193,3460.29516894082,5,4209.97931159055,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"316",5,187499.999999999,4,2009,6,7,3752.30200809711,2553.2849334619,4,4908.17385760142,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"317",5,342643,3,2011,9,9,4237.27975489602,3430.7849903197,5,5186.52633742473,3,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"318",4,353999.999999996,1,2007,6,8,4133.17732452005,3352.57025451611,5,4604.81231903453,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"319",5,300999.999999996,4,2007,8,7,4391.51823467358,3508.63945648224,5,4303.17368739629,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"320",5,126175.000000005,2,2011,7,3,3428.28754012551,2188.95120871108,3,3164.35293501919,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"321",2,241999.999999994,4,2010,6,7,4170.23170861122,3643.14501572423,3,4465.97215090367,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"322",0,86999.9999999981,1,2007,12,5,2748.10768366298,1616.36005646831,1,2865.45859985535,3,2,"no",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"323",3,324000.000000011,3,2008,5,8,4057.34121790465,2793.17812744009,5,4389.61567757958,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.624999997
"324",4,145250.000000006,4,2011,4,6,3707.5809799999,2456.8417219533,2,4521.90818242683,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"325",1,214499.999999998,3,2009,7,6,3826.34210122925,3127.65126246096,3,4570.18174789528,3,4,"no",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"326",0,77999.9999999977,3,2009,7,5,3006.01288599447,2227.03250185228,1,3351.94577877508,3,2,"no",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"327",4,119000.000000004,1,2007,11,5,4065.73935789738,2801.25422685836,3,4348.90820915088,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"328",5,138999.999999996,3,2007,8,5,3273.78523069206,2039.73262665363,3,3833.37369855845,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"329",5,283999.999999988,4,2009,10,8,4605.76092300807,2710.01064083499,4,4354.64340314499,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"330",7,206999.999999999,1,2008,7,7,3678.2456171874,2428.63337852383,4,3838.66293834026,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"331",7,191999.999999997,5,2008,7,6,3596.25942682564,2718.53143436443,5,4031.5398238286,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"332",7,228949.999999991,1,2008,8,5,3984.12943872085,2852.31294186738,5,9744.09313994181,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"333",5,377425.999999982,1,2007,7,9,4236.86142002994,2965.81689847444,4,4914.02230380521,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"334",5,214000.000000002,5,2008,12,7,3876.31916451818,2619.1007530749,4,4051.68146668326,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"335",3,202499.999999994,1,2011,5,7,3743.79781180742,2702.39701233693,4,4912.35309141477,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"336",2,155000.000000002,3,2009,6,6,3499.31619072164,2256.58237278794,1,4653.18305316985,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"337",5,202899.999999999,2,2010,4,8,3769.73616169511,2954.50967896528,3,4918.74406702935,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"338",5,82000.0000000008,4,2009,9,4,2788.75744087792,1687.8232295138,1,3886.57477972901,2,2,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"339",1,87499.9999999995,2,2011,5,3,2134.93839166172,2016.129242521,3,3920.03154018887,3,4,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"340",7,265999.999999991,3,2008,7,9,4024.25853902701,2761.36417847318,3,3989.07110751838,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"341",2,85000.0000000039,1,2010,4,5,2874.92297748412,2119.61962183445,2,1572.46583820803,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101947.916666666
"342",1,140199.999999996,1,2011,10,6,3576.19735271439,2659.83899121805,1,3362.06534369062,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"343",2,151500.000000006,2,2007,4,6,3117.18201606777,1889.16578535544,1,4711.36663720829,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"344",5,157499.999999996,1,2009,12,6,3814.41767068601,2559.57545785843,4,5342.52983870441,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"345",4,154000.000000005,3,2008,10,7,3472.62612652363,2707.15991813022,5,1459.99086006796,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"346",3,437154.000000018,1,2011,4,9,4517.21099517845,3507.50578106845,5,5636.1334877078,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"347",5,318060.99999999,1,2007,12,9,4191.88936903213,2922.56823906802,3,3745.7474640015,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"348",5,189999.999999996,3,2011,12,7,3786.98339875449,2533.19454499652,3,2969.34313903108,3,2,"yes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"349",1,95000.0000000021,4,2008,3,5,2950.20341671848,2118.22864028406,2,4040.66157703977,3,2,"no",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"350",1,105900,1,2010,5,6,2547.10871682822,1447.74786214536,1,3914.4947517424,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"351",4,139999.999999994,4,2011,6,6,3567.340903268,2677.3907884999,1,3886.57477972901,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"352",7,177499.999999999,2,2007,8,6,3479.34027115488,2237.37484190755,4,4461.42784452118,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"353",7,172999.999999997,2,2009,7,6,3428.28754012551,2194.25984812181,4,4075.88052250957,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"354",4,133999.999999994,1,2007,8,5,3399.67825198506,2160.77808180519,3,2533.52309512797,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101947.916666666
"355",6,129999.999999998,1,2011,7,5,3488.69324353825,2421.78616880971,2,3507.92931475958,3,2,"yes",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"356",5,280000.000000004,5,2011,6,8,3843.53045005175,2967.42549203987,5,4590.44322096983,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"357",3,156000.000000004,1,2007,6,6,3016.76751135316,1813.09975067578,3,3673.97852696756,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"358",4,144999.999999998,4,2008,7,5,3471.27992835432,2587.57059690827,3,4053.61976553802,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"359",4,198500.000000004,3,2009,7,7,3122.20922865409,2965.81689847444,4,3610.57814210804,4,6,"yes",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"360",1,118000,1,2009,5,6,2691.16587548824,1935.26733475976,2,719.24046715411,3,2,"yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104897.727272726
"361",5,189999.999999996,3,2011,7,6,3459.11318089266,2656.89423891056,5,5472.36476475416,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"362",2,147000.000000004,3,2009,7,5,3198.98442276902,2412.60917010946,1,4361.09860350536,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"363",5,159000.000000005,4,2009,7,6,3720.32098459916,2469.09233330801,3,4128.79853974867,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"364",1,164999.999999997,3,2008,12,6,3564.16603206098,2509.60138448602,2,4054.91090530523,3,2,"yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"365",4,131999.999999999,3,2010,3,5,3567.97512630734,2322.6010314372,1,3740.70698577844,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"366",2,161999.999999996,1,2010,3,5,3445.4857659134,2345.59861586173,3,4196.01219049918,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"367",5,172399.999999995,1,2011,1,6,3618.53418341608,2742.88674257719,3,3820.08808788855,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"368",6,134431.999999999,2,2008,7,4,2815.29762067641,2670.58872536931,3,5288.09933973587,3,4,"yes",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"369",5,124999.999999995,5,2010,2,6,2719.35148508427,1514.94829853721,3,3576.31311490648,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"370",5,123000.000000006,5,2009,11,5,3126.38660497819,2383.57516887738,3,4350.76009799347,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"371",4,219500.000000008,4,2007,7,7,3712.80500063464,2970.6376714405,3,3839.14307436569,4,4,"yes",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"372",1,60999.999999997,1,2009,3,1,2814.28490001441,1799.48059240041,2,4233.69477995384,2,0,"no",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"373",5,148000.000000007,1,2011,7,5,3002.41197409713,1816.48589397571,1,3988.40368669676,4,2,"yes",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"374",3,339999.999999985,5,2007,12,8,4319.23084441515,3351.31622943079,4,4442.79172109112,4,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"375",3,394431.999999994,4,2010,6,9,4180.66378008963,2911.77288038614,3,4486.63824565976,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"376",5,179000.000000002,1,2009,6,6,3716.85643182049,2864.3891102818,3,3820.57277524653,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"377",4,126999.999999996,2,2010,5,5,3678.83759758725,2767.77950782384,3,2865.45859985535,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"378",7,187750.000000004,4,2011,8,7,3604.33871262713,2362.32815037391,4,3583.1593264897,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"379",3,213499.999999996,2,2007,4,7,3690.04403251076,2861.80928161437,3,4075.2418987588,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"380",0,76000.0000000024,3,2009,10,6,2794.92107569175,1579.35153298984,1,4022.37560608457,3,2,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"381",3,239999.999999993,1,2007,6,6,4101.17790078512,2990.56412332038,5,7516.54955622632,4,4,"yes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"382",3,81000.0000000019,1,2011,5,5,3053.85240394988,2216.62057446091,1,3888.91662832128,3,2,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"383",2,124999.999999995,1,2009,10,6,3314.38091886464,2137.58951498456,3,3583.1593264897,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"384",7,191000.000000006,2,2008,7,7,3809.51390381825,2560.62139697943,3,4104.19646059721,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"385",4,425999.999999997,1,2008,8,10,4306.46009637769,3264.89354025996,5,4664.89504055458,5,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"386",2,119000.000000004,1,2008,4,5,3359.76146053395,2438.84771838569,3,3887.7460522658,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"387",2,215000,3,2009,6,6,3706.99948470405,2996.88677510125,5,4622.62744238126,3,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"388",4,106499.999999998,1,2007,7,5,1870.12617365569,1761.39783026525,1,3872.22885644985,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"389",1,99999.9999999972,1,2011,4,4,2803.10269138648,1587.216692847,1,3649.28585956416,3,2,"yes",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"390",3,109000.000000002,2,2007,7,5,2988.8363094104,2007.18432240918,1,4255.96288574512,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"391",3,128999.999999999,4,2010,6,5,3402.4919067792,2163.48344415614,3,4143.45467584847,3,2,"yes",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"392",3,123000.000000005,3,2009,9,5,3006.01288599447,1782.28633916326,1,3583.1593264897,3,2,"yes",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"393",5,169499.999999993,2,2007,7,5,3654.38597746928,2874.6656297573,3,3686.98781099386,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"394",2,66999.9999999998,5,2007,11,5,3216.43604746852,2070.17557967084,1,4015.14510055259,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"395",3,241000.000000002,4,2009,10,7,3633.82328080591,2633.13228456651,4,3821.05734329685,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"396",5,245499.999999997,3,2008,12,8,3575.56636360316,2346.79959913552,3,5023.01638481668,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.624999997
"397",7,164990.000000002,3,2011,7,7,3620.37656581076,2372.9881250468,3,3970.74633778517,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"398",2,108000.000000005,3,2008,8,5,2547.10871682822,1341.13697723217,1,4268.74074412545,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"399",6,258000.000000012,1,2011,7,8,4041.3574428046,3218.43574876436,3,4603.34755775405,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"400",4,168000.000000001,1,2007,5,6,3464.5319875942,2654.92795291461,3,4300.13725344691,3,4,"yes",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"401",2,150000.000000001,5,2009,6,4,3784.21406304141,2701.44266949409,4,4227.98966696748,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"402",3,115000.000000002,4,2008,3,6,3670.52998264427,2719.47529951758,1,4322.04601767828,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"403",5,177000.000000006,1,2008,3,6,3557.79743024202,2757.68629944991,3,5102.05033610944,3,4,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"404",7,280000.000000004,4,2007,8,7,3959.46310575893,3154.95175747416,3,4913.60513338133,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"405",3,339750.000000003,2,2008,4,8,3897.12393839538,3086.52015352545,5,4381.24965852583,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"406",6,59999.9999999978,1,2009,6,5,3578.0888364343,2332.32591416156,1,4143.45467584847,3,2,"yes",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"407",1,144999.999999998,1,2011,1,5,3273.78523069206,2039.73262665363,3,6675.97347025484,3,2,"no",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
