age,job,marital,housing,loan,phone,month,weekday,CPI,CCI,irate,employment,purchase,edu_years
36,technician,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
39,technician,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
42,services,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
48,technician,divorced,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
29,admin.,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
30,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
30,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
51,technician,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
28,blue-collar,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,9
39,technician,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
24,student,single,no,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
56,entrepreneur,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
25,unemployed,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
46,services,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
60,admin.,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
47,blue-collar,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,6
37,admin.,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
47,blue-collar,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
69,retired,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
46,admin.,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,6
48,technician,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
49,admin.,divorced,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
30,technician,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
37,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
28,admin.,single,no,yes,landline,apr,thu,93.075,-47.1,1.365,5099.1,1,16
48,unemployed,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,9
58,retired,divorced,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
36,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
51,technician,divorced,no,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
33,blue-collar,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,4
27,student,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,NA
60,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
33,blue-collar,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,4
55,admin.,divorced,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
22,student,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
40,technician,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
28,admin.,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
41,technician,divorced,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
35,management,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
20,student,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
38,admin.,single,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
40,self-employed,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
41,admin.,single,NA,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
41,technician,divorced,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
33,blue-collar,single,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,4
24,technician,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
36,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
58,retired,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,4
49,technician,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
41,technician,divorced,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
45,management,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
49,technician,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
49,management,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
48,entrepreneur,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
30,admin.,single,yes,yes,landline,apr,thu,93.075,-47.1,1.365,5099.1,1,16
66,unemployed,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,4
33,blue-collar,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
30,admin.,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
38,admin.,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
24,admin.,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
53,technician,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
32,admin.,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
33,admin.,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
29,admin.,single,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
31,admin.,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
61,retired,divorced,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
32,student,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
60,unemployed,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
32,blue-collar,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,13
35,services,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
64,admin.,married,no,yes,landline,apr,thu,93.075,-47.1,1.365,5099.1,1,16
56,entrepreneur,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
30,admin.,single,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
40,self-employed,single,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
32,student,married,no,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
42,services,married,yes,no,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,12
25,NA,single,yes,no,landline,apr,thu,93.075,-47.1,1.365,5099.1,1,16
56,entrepreneur,married,yes,yes,cellular,apr,thu,93.075,-47.1,1.365,5099.1,1,16
35,blue-collar,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,9
21,student,single,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,NA
59,housemaid,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
36,entrepreneur,married,no,no,landline,may,mon,92.893,-46.2,1.354,5099.1,1,16
39,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
35,services,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,6
60,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,9
36,management,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
60,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
26,services,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
30,management,single,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
31,admin.,divorced,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
39,admin.,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
41,technician,married,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,NA
30,unemployed,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
39,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
65,management,married,no,no,landline,may,mon,92.893,-46.2,1.354,5099.1,1,16
28,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
36,unemployed,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
50,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,6
35,services,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,6
31,admin.,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
57,admin.,single,no,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
36,technician,married,no,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
42,admin.,married,no,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
53,admin.,divorced,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
30,unemployed,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
59,retired,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,6
31,admin.,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
31,services,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
39,technician,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
20,technician,single,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
42,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
44,self-employed,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
51,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,4
58,admin.,married,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
57,self-employed,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
30,admin.,married,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
22,student,single,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
61,technician,divorced,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
26,student,single,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
40,admin.,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
81,retired,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,4
56,technician,married,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
21,student,single,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,NA
50,blue-collar,married,yes,no,landline,may,mon,92.893,-46.2,1.354,5099.1,1,6
46,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,6
53,technician,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
39,admin.,married,no,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
59,management,married,no,no,landline,may,mon,92.893,-46.2,1.354,5099.1,1,16
57,entrepreneur,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,9
50,entrepreneur,married,yes,no,landline,may,mon,92.893,-46.2,1.354,5099.1,1,9
44,self-employed,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,13
24,technician,single,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,12
56,services,divorced,no,no,landline,may,mon,92.893,-46.2,1.354,5099.1,1,12
50,self-employed,married,yes,yes,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,9
60,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.354,5099.1,1,16
33,retired,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
49,admin.,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
39,blue-collar,married,yes,yes,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,9
41,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,9
35,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
58,admin.,single,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,16
50,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,4
36,self-employed,married,yes,yes,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,9
34,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
35,blue-collar,single,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
50,technician,married,yes,yes,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,NA
30,admin.,married,no,yes,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
51,blue-collar,married,NA,yes,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,6
49,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,6
34,admin.,married,yes,yes,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,12
44,entrepreneur,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,4
34,technician,single,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,13
54,services,divorced,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,16
38,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,6
41,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,4
32,technician,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,9
33,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,6
36,admin.,single,yes,no,landline,may,tue,92.893,-46.2,1.344,5099.1,1,16
48,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,6
45,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,9
37,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.344,5099.1,1,6
52,management,divorced,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
34,admin.,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
36,technician,married,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,13
41,blue-collar,married,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,6
41,entrepreneur,married,no,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,4
40,blue-collar,married,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
30,blue-collar,divorced,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
36,admin.,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
28,technician,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
41,blue-collar,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
39,technician,divorced,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,13
46,services,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
31,services,married,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
57,management,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
29,blue-collar,married,no,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
38,blue-collar,married,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
37,services,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
33,technician,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,13
28,technician,single,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,13
41,blue-collar,single,no,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
28,technician,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,13
33,blue-collar,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
27,technician,single,yes,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
28,self-employed,single,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
51,entrepreneur,single,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,9
46,services,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
33,technician,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
36,blue-collar,single,no,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,12
45,entrepreneur,married,yes,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
52,blue-collar,married,no,no,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,4
33,blue-collar,married,yes,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,6
38,technician,single,yes,yes,cellular,may,wed,92.893,-46.2,1.334,5099.1,1,16
35,admin.,single,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
30,blue-collar,single,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
32,admin.,single,yes,yes,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,13
28,admin.,divorced,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,16
38,technician,single,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,13
30,blue-collar,single,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,6
28,technician,single,yes,yes,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
45,management,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,16
43,blue-collar,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,4
38,admin.,married,yes,yes,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
29,admin.,single,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
32,services,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
29,blue-collar,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,6
26,admin.,single,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
27,blue-collar,single,yes,yes,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
39,blue-collar,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,6
34,services,single,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
27,technician,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,13
32,admin.,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,16
55,technician,married,yes,yes,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,16
29,admin.,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
54,admin.,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
35,blue-collar,single,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
28,admin.,single,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
36,blue-collar,single,no,yes,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
44,blue-collar,divorced,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,6
46,blue-collar,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
48,technician,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
41,self-employed,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,9
46,blue-collar,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,4
42,admin.,married,NA,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,12
35,blue-collar,married,yes,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,NA
35,management,married,no,no,cellular,may,thu,92.893,-46.2,1.327,5099.1,1,16
34,management,single,no,yes,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
33,services,married,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,12
45,technician,married,no,yes,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
45,technician,divorced,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
34,blue-collar,married,no,yes,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
31,self-employed,married,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
33,blue-collar,single,NA,yes,landline,may,fri,92.893,-46.2,1.313,5099.1,1,6
35,blue-collar,married,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,6
36,services,single,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
38,management,married,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
35,admin.,single,NA,NA,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,12
40,blue-collar,married,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,6
42,admin.,divorced,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
35,admin.,married,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
35,admin.,single,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
35,blue-collar,single,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
27,admin.,single,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,12
33,blue-collar,married,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
33,blue-collar,married,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
33,blue-collar,married,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
58,management,single,yes,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
33,admin.,single,yes,yes,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,16
25,admin.,single,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,12
34,blue-collar,married,no,no,cellular,may,fri,92.893,-46.2,1.313,5099.1,1,9
33,admin.,single,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,16
30,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
23,blue-collar,single,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
32,admin.,married,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,12
31,technician,single,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,16
26,student,single,no,yes,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,4
31,technician,single,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,16
34,technician,married,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,13
31,technician,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,16
50,blue-collar,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,4
27,technician,single,no,yes,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
29,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
27,blue-collar,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
26,admin.,single,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,12
39,blue-collar,single,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
23,blue-collar,single,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
52,services,married,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,12
27,housemaid,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,6
48,admin.,divorced,yes,yes,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,12
31,blue-collar,married,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,9
46,management,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,6
39,blue-collar,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,6
27,blue-collar,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,4
33,blue-collar,married,no,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,4
47,admin.,single,yes,no,cellular,may,mon,92.893,-46.2,1.299,5099.1,1,12
38,services,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,6
33,blue-collar,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,6
32,management,single,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,13
34,technician,single,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
38,services,single,no,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
35,technician,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
48,blue-collar,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,4
29,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,4
26,services,married,no,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
36,entrepreneur,single,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
50,blue-collar,divorced,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,4
59,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
38,entrepreneur,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,NA
48,admin.,divorced,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
45,admin.,married,yes,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
43,technician,married,NA,NA,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
28,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,4
37,admin.,divorced,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
33,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,12
43,blue-collar,married,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,4
48,management,married,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
48,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
28,admin.,single,no,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
39,technician,single,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,13
48,management,married,yes,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
36,admin.,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
28,technician,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
32,technician,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,12
55,blue-collar,married,no,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
28,blue-collar,single,yes,yes,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
43,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,4
32,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,9
32,management,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
39,admin.,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
41,blue-collar,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,6
31,services,married,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,12
32,services,married,no,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,12
31,services,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,12
30,student,single,yes,no,cellular,may,tue,92.893,-46.2,1.291,5099.1,1,16
