Applicants,SalePrice,NumberOfUnits,YearSold,MonthSold,OverallQual,TotalSqFeet,GrLivArea,TotBathrooms,LotArea,ExterQual,FullBath,CentralAir,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeDetchd,GarageTypeNoGarage,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,NeighborhoodVeenker,NeighborhoodMeanSalePrice
7,179200.00000000597,1,2007,7,6,3916.6423308656604,2657.876445779849,4,3793.490498433587,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
4,164699.99999999467,2,2007,6,7,3082.4023986130346,2300.4939858818216,3,2546.06320070499,4,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
2,159000.00000000503,1,2011,6,6,3636.256108064955,2806.6149719559385,2,4187.181862861798,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
3,87999.9999999961,5,2011,6,4,2939.930073297755,1718.7554020240498,1,3821.057343296854,3,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
0,122000.00000000076,2,2010,2,5,3000.6084910400264,1792.625799926485,1,4193.808319255856,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
3,153574.99999999572,3,2007,7,6,3260.022446686996,2471.309334934499,1,3962.421662861932,3,2,yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
5,233230.00000000233,1,2011,7,8,3837.1063215075947,2963.4008685213566,3,5106.46853151357,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
1,135899.9999999952,1,2008,3,5,3542.409125881622,2790.4767007361056,4,3118.85292126445,3,4,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.43283582164
2,131000.00000000156,2,2009,1,5,3534.6594197577947,2790.4767007361056,2,4489.227885622571,3,2,yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
3,235000.0000000008,3,2011,3,7,3868.973458976521,3218.43574876436,5,5234.3672750078695,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
3,167000.00000000134,4,2009,10,6,3870.0249013135917,2724.186009001939,3,4149.4097393936545,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
2,142499.99999999392,5,2011,3,6,3190.988846078781,1960.12677492386,3,3774.978440867642,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
2,151999.99999999808,1,2007,6,5,3524.2680604555107,2641.0935464767404,2,4850.868207186272,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
4,238999.99999998856,4,2007,6,7,3797.4636098818464,2988.1864528849733,3,3636.822396143442,4,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
5,175000.0000000084,5,2007,6,6,3509.211895813515,2814.621429503497,3,4538.804326787543,4,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
7,158500.0000000044,5,2009,8,6,3371.2676819133035,2174.257843613697,2,4892.0707600278265,3,2,yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.73722627718
5,156999.99999999293,1,2011,6,5,3545.6271840030477,2403.3774238896212,3,5123.91783873142,3,2,yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.73722627718
2,267000.00000000355,1,2007,5,8,4076.8691114989747,3342.509483633385,3,5182.52704993976,4,4,yes,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
5,204999.9999999909,2,2011,1,7,3881.5456366866674,2624.1266323566983,3,4850.0065682633385,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
7,149900.00000000154,2,2011,7,5,3006.012885994473,1782.286339163265,3,4189.9958114441815,3,2,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
3,295000.00000001263,1,2008,5,7,4647.786672095065,3889.9033679516597,4,5428.5325308931,3,6,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
5,305900.00000000175,5,2007,7,8,4300.84085561977,3027.345092699945,4,4304.311143722909,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
3,225000.00000000975,1,2007,6,7,3807.3296445302735,3204.70480800413,5,4816.689491195034,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
0,89499.99999999585,3,2008,3,6,2948.3404093088097,2482.3469485669157,1,3770.758062076465,3,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
3,82500.00000000221,4,2009,3,4,2945.541846610945,1724.150411104865,1,4643.954427612936,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
5,360000.0000000025,3,2011,11,9,4235.1869918606,2983.420124053358,4,4649.687631002148,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
5,165600.00000000052,4,2011,5,6,3337.96293298424,2583.4549911030686,3,3711.471072316614,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
2,131999.99999999898,2,2009,5,6,3140.5090887629563,1911.5932340116199,3,3790.540242812811,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
2,119899.9999999994,2,2011,5,5,3112.9806380765785,2127.939356232798,3,3740.706985778443,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
3,374999.99999998213,3,2009,6,7,4368.55272376421,3054.938100809685,5,10271.4554646497,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.45714285594
4,177999.99999999616,1,2011,8,7,3458.4345448486542,2721.361304468409,3,4149.4097393936545,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
5,188499.99999999962,4,2009,7,7,3300.9625273826055,2510.6816406350245,5,3739.444847058216,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
5,260000.0000000094,3,2009,8,7,3940.9633996097364,3278.76041533558,5,4746.95269046359,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
3,269999.9999999969,3,2007,12,8,3863.178209904908,2995.3085323631167,3,4022.3756060845712,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
5,260000.00000000937,5,2009,4,7,4298.023857519295,3460.29516894082,5,4209.979311590552,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.2844036724
5,187499.99999999942,4,2009,6,7,3752.3020080971096,2553.2849334619023,4,4908.173857601425,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
5,342642.9999999997,3,2011,9,9,4237.279754896015,3430.7849903197002,5,5186.52633742473,3,6,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
4,353999.99999999575,1,2007,6,8,4133.177324520046,3352.57025451611,5,4604.812319034527,4,4,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
5,300999.9999999961,4,2007,8,7,4391.51823467358,3508.639456482245,5,4303.173687396286,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
5,126175.00000000457,2,2011,7,3,3428.2875401255064,2188.9512087110757,3,3164.3529350191893,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
2,241999.99999999444,4,2010,6,7,4170.231708611215,3643.1450157242252,3,4465.972150903674,4,4,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
0,86999.99999999812,1,2007,12,5,2748.10768366298,1616.36005646831,1,2865.45859985535,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
3,324000.00000001077,3,2008,5,8,4057.34121790465,2793.1781274400887,5,4389.6156775795835,4,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.62499999657
4,145250.0000000062,4,2011,4,6,3707.5809799998965,2456.841721953296,2,4521.90818242683,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
1,214499.99999999822,3,2009,7,6,3826.3421012292465,3127.651262460965,3,4570.181747895275,3,4,no,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
0,77999.99999999769,3,2009,7,5,3006.012885994473,2227.0325018522803,1,3351.945778775085,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
4,119000.00000000391,1,2007,11,5,4065.73935789738,2801.2542268583616,3,4348.908209150876,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,138999.99999999598,3,2007,8,5,3273.785230692056,2039.732626653632,3,3833.373698558452,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,283999.99999998766,4,2009,10,8,4605.76092300807,2710.0106408349857,4,4354.643403144986,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
7,206999.9999999986,1,2008,7,7,3678.245617187399,2428.633378523831,4,3838.6629383402583,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
7,191999.99999999654,5,2008,7,6,3596.2594268256353,2718.5314343644327,5,4031.539823828601,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
7,228949.99999999063,1,2008,8,5,3984.129438720848,2852.3129418673793,5,9744.093139941811,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.45714285594
5,377425.9999999822,1,2007,7,9,4236.861420029935,2965.8168984744375,4,4914.022303805205,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.58730158804
5,214000.0000000024,5,2008,12,7,3876.319164518184,2619.1007530749025,4,4051.681466683258,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
3,202499.99999999392,1,2011,5,7,3743.7978118074207,2702.397012336926,4,4912.353091414768,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
2,155000.00000000247,3,2009,6,6,3499.3161907216368,2256.582372787936,1,4653.18305316985,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,202899.99999999863,2,2010,4,8,3769.7361616951102,2954.509678965283,3,4918.744067029351,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.45714285594
5,82000.0000000008,4,2009,9,4,2788.75744087792,1687.8232295138,1,3886.5747797290073,2,2,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
1,87499.99999999953,2,2011,5,3,2134.93839166172,2016.1292425209965,3,3920.031540188874,3,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
7,265999.9999999905,3,2008,7,9,4024.2585390270146,2761.364178473185,3,3989.071107518378,5,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
2,85000.00000000393,1,2010,4,5,2874.92297748412,2119.619621834446,2,1572.46583820803,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101947.91666666616
1,140199.99999999633,1,2011,10,6,3576.197352714388,2659.8389912180473,1,3362.0653436906236,3,2,yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
2,151500.00000000597,2,2007,4,6,3117.182016067772,1889.1657853554352,1,4711.366637208289,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,157499.99999999604,1,2009,12,6,3814.417670686006,2559.575457858429,4,5342.5298387044095,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,154000.0000000052,3,2008,10,7,3472.626126523635,2707.15991813022,5,1459.9908600679598,4,4,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
3,437154.0000000175,1,2011,4,9,4517.2109951784505,3507.505781068455,5,5636.133487707801,5,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
5,318060.9999999897,1,2007,12,9,4191.88936903213,2922.568239068024,3,3745.747464001497,5,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
5,189999.99999999572,3,2011,12,7,3786.9833987544885,2533.194544996524,3,2969.3431390310802,3,2,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
1,95000.00000000208,4,2008,3,5,2950.203416718475,2118.228640284064,2,4040.66157703977,3,2,no,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
1,105900.00000000015,1,2010,5,6,2547.10871682822,1447.747862145365,1,3914.494751742399,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
4,139999.99999999418,4,2011,6,6,3567.340903268002,2677.3907884998966,1,3886.5747797290073,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.43283582164
7,177499.99999999872,2,2007,8,6,3479.340271154877,2237.374841907545,4,4461.427844521177,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
7,172999.9999999971,2,2009,7,6,3428.2875401255064,2194.2598481218124,4,4075.880522509572,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
4,133999.99999999363,1,2007,8,5,3399.678251985064,2160.778081805186,3,2533.52309512797,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101947.91666666616
6,129999.99999999751,1,2011,7,5,3488.6932435382473,2421.786168809705,2,3507.929314759579,3,2,yes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
5,280000.00000000384,5,2011,6,8,3843.5304500517504,2967.425492039875,5,4590.443220969833,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.2844036724
3,156000.000000004,1,2007,6,6,3016.7675113531586,1813.099750675785,3,3673.9785269675613,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
4,144999.9999999984,4,2008,7,5,3471.2799283543236,2587.5705969082655,3,4053.6197655380156,3,2,yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
4,198500.00000000352,3,2009,7,7,3122.2092286540897,2965.8168984744375,4,3610.578142108043,4,6,yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
1,117999.9999999997,1,2009,5,6,2691.165875488235,1935.2673347597552,2,719.2404671541102,3,2,yes,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104897.72727272591
5,189999.99999999572,3,2011,7,6,3459.1131808926575,2656.8942389105637,5,5472.36476475416,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
2,147000.00000000384,3,2009,7,5,3198.984422769023,2412.6091701094647,1,4361.0986035053575,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
5,159000.00000000503,4,2009,7,6,3720.3209845991614,2469.092333308006,3,4128.798539748667,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
1,164999.99999999712,3,2008,12,6,3564.166032060978,2509.60138448602,2,4054.9109053052284,3,2,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,131999.99999999898,3,2010,3,5,3567.9751263073426,2322.6010314371965,1,3740.706985778443,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
2,161999.99999999645,1,2010,3,5,3445.485765913401,2345.5986158617307,3,4196.0121904991765,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,172399.999999995,1,2011,1,6,3618.5341834160845,2742.8867425771864,3,3820.088087888548,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
6,134431.99999999875,2,2008,7,4,2815.297620676405,2670.5887253693104,3,5288.099339735871,3,4,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
5,124999.99999999526,5,2010,2,6,2719.351485084275,1514.948298537215,3,3576.313114906479,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
5,123000.0000000055,5,2009,11,5,3126.3866049781877,2383.575168877376,3,4350.760097993474,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,219500.00000000815,4,2007,7,7,3712.80500063464,2970.637671440501,3,3839.1430743656892,4,4,yes,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
1,60999.99999999701,1,2009,3,1,2814.2849000144097,1799.4805924004052,2,4233.694779953836,2,0,no,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
5,148000.000000007,1,2011,7,5,3002.4119740971314,1816.48589397571,1,3988.403686696763,4,2,yes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
3,339999.9999999849,5,2007,12,8,4319.23084441515,3351.3162294307854,4,4442.791721091125,4,6,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,394431.99999999395,4,2010,6,9,4180.663780089625,2911.772880386144,3,4486.638245659762,4,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.58730158804
5,179000.00000000154,1,2009,6,6,3716.8564318204903,2864.3891102818043,3,3820.572775246531,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
4,126999.99999999635,2,2010,5,5,3678.8375975872527,2767.779507823842,3,2865.45859985535,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.43283582164
7,187750.0000000037,4,2011,8,7,3604.338712627125,2362.3281503739136,4,3583.159326489702,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,213499.9999999964,2,2007,4,7,3690.04403251076,2861.80928161437,3,4075.241898758796,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
0,76000.00000000242,3,2009,10,6,2794.921075691745,1579.35153298984,1,4022.3756060845712,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
3,239999.9999999933,1,2007,6,6,4101.177900785125,2990.5641233203837,5,7516.5495562263195,4,4,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
3,81000.00000000195,1,2011,5,5,3053.852403949882,2216.6205744609074,1,3888.916628321283,3,2,yes,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
2,124999.99999999524,1,2009,10,6,3314.380918864642,2137.5895149845596,3,3583.159326489702,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
7,191000.0000000064,2,2008,7,7,3809.513903818251,2560.621396979429,3,4104.196460597211,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
4,425999.99999999703,1,2008,8,10,4306.460096377695,3264.893540259965,5,4664.8950405545775,5,4,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
2,119000.00000000391,1,2008,4,5,3359.7614605339536,2438.8477183856917,3,3887.746052265798,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
2,215000.0000000001,3,2009,6,6,3706.9994847040466,2996.886775101253,5,4622.62744238126,3,4,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
4,106499.99999999811,1,2007,7,5,1870.12617365569,1761.397830265255,1,3872.2288564498467,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
1,99999.99999999718,1,2011,4,4,2803.1026913864803,1587.2166928469999,1,3649.285859564164,3,2,yes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
3,109000.00000000208,2,2007,7,5,2988.8363094104047,2007.1843224091758,1,4255.962885745124,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
3,128999.99999999892,4,2010,6,5,3402.4919067791966,2163.4834441561397,3,4143.45467584847,3,2,yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
3,123000.00000000549,3,2009,9,5,3006.012885994473,1782.286339163265,1,3583.159326489702,3,2,yes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
5,169499.99999999296,2,2007,7,5,3654.385977469279,2874.665629757297,3,3686.987810993859,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
2,66999.99999999978,5,2007,11,5,3216.4360474685236,2070.1755796708408,1,4015.145100552588,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
3,241000.00000000204,4,2009,10,7,3633.823280805906,2633.132284566509,4,3821.057343296854,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
5,245499.99999999706,3,2008,12,8,3575.5663636031613,2346.799599135521,3,5023.01638481668,4,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.62499999657
7,164990.00000000157,3,2011,7,7,3620.3765658107613,2372.9881250468043,3,3970.7463377851727,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
